train_accuracy,train_loss,val_accuracy,val_loss,average_val_accuracy,average_val_loss,name
0.5,0.7186878323554993,0.7878788113594055,0.6405451893806458,0.7825757622718811,0.7019092440605164,"512_[512, 256, 128]_0.05_Adam_binary_crossentropy_0.1_0"
0.5,0.70457524061203,0.78125,0.6360421180725098,0.7825757622718811,0.7019092440605164,"512_[512, 256, 128]_0.05_Adam_binary_crossentropy_0.1_1"
0.5,0.7768070697784424,0.78125,0.7919661402702332,0.7825757622718811,0.7019092440605164,"512_[512, 256, 128]_0.05_Adam_binary_crossentropy_0.1_2"
0.5,0.7000463008880615,0.78125,0.7381744384765625,0.7825757622718811,0.7019092440605164,"512_[512, 256, 128]_0.05_Adam_binary_crossentropy_0.1_3"
0.5,0.7062166929244995,0.78125,0.7028183341026306,0.7825757622718811,0.7019092440605164,"512_[512, 256, 128]_0.05_Adam_binary_crossentropy_0.1_4"
0.5,0.7019050717353821,0.7878788113594055,0.7142858505249023,0.7825757622718811,0.7259882807731628,"512_[512, 256, 128]_0.1_Adam_binary_crossentropy_0.1_0"
0.5,0.7061873078346252,0.78125,0.748039960861206,0.7825757622718811,0.7259882807731628,"512_[512, 256, 128]_0.1_Adam_binary_crossentropy_0.1_1"
0.5,0.8313660025596619,0.78125,0.6646315455436707,0.7825757622718811,0.7259882807731628,"512_[512, 256, 128]_0.1_Adam_binary_crossentropy_0.1_2"
0.5,0.7032410502433777,0.78125,0.7459566593170166,0.7825757622718811,0.7259882807731628,"512_[512, 256, 128]_0.1_Adam_binary_crossentropy_0.1_3"
0.5,0.764415979385376,0.78125,0.7570273876190186,0.7825757622718811,0.7259882807731628,"512_[512, 256, 128]_0.1_Adam_binary_crossentropy_0.1_4"
0.5,0.763894259929657,0.7878788113594055,0.620596706867218,0.7825757622718811,0.7368910789489747,"512_[512, 256, 128]_0.15000000000000002_Adam_binary_crossentropy_0.1_0"
0.5,0.704376757144928,0.78125,0.7443917989730835,0.7825757622718811,0.7368910789489747,"512_[512, 256, 128]_0.15000000000000002_Adam_binary_crossentropy_0.1_1"
0.5,0.7011498808860779,0.78125,0.7374249696731567,0.7825757622718811,0.7368910789489747,"512_[512, 256, 128]_0.15000000000000002_Adam_binary_crossentropy_0.1_2"
0.5,0.7321604490280151,0.78125,0.782468318939209,0.7825757622718811,0.7368910789489747,"512_[512, 256, 128]_0.15000000000000002_Adam_binary_crossentropy_0.1_3"
0.5,0.7195923924446106,0.78125,0.7995736002922058,0.7825757622718811,0.7368910789489747,"512_[512, 256, 128]_0.15000000000000002_Adam_binary_crossentropy_0.1_4"
0.5,0.709586501121521,0.7878788113594055,0.7194528579711914,0.7825757622718811,0.6707491755485535,"512_[512, 256, 128]_0.2_Adam_binary_crossentropy_0.1_0"
0.5,0.7206630706787109,0.78125,0.5956394672393799,0.7825757622718811,0.6707491755485535,"512_[512, 256, 128]_0.2_Adam_binary_crossentropy_0.1_1"
0.5,0.7148482203483582,0.78125,0.5979294776916504,0.7825757622718811,0.6707491755485535,"512_[512, 256, 128]_0.2_Adam_binary_crossentropy_0.1_2"
0.5,0.7143441438674927,0.78125,0.6219477653503418,0.7825757622718811,0.6707491755485535,"512_[512, 256, 128]_0.2_Adam_binary_crossentropy_0.1_3"
0.5,0.7479950785636902,0.78125,0.8187763094902039,0.7825757622718811,0.6707491755485535,"512_[512, 256, 128]_0.2_Adam_binary_crossentropy_0.1_4"
0.5,0.7147262096405029,0.7878788113594055,0.7822608351707458,0.7825757622718811,0.6799764752388,"512_[512, 256, 128]_0.05_Adam_binary_crossentropy_0.01_0"
0.5,0.6938550472259521,0.78125,0.8021697998046875,0.7825757622718811,0.6799764752388,"512_[512, 256, 128]_0.05_Adam_binary_crossentropy_0.01_1"
0.5,0.6951442956924438,0.78125,0.6578418016433716,0.7825757622718811,0.6799764752388,"512_[512, 256, 128]_0.05_Adam_binary_crossentropy_0.01_2"
0.5,0.6778306365013123,0.78125,0.5848040580749512,0.7825757622718811,0.6799764752388,"512_[512, 256, 128]_0.05_Adam_binary_crossentropy_0.01_3"
0.5,0.7544651031494141,0.78125,0.5728058815002441,0.7825757622718811,0.6799764752388,"512_[512, 256, 128]_0.05_Adam_binary_crossentropy_0.01_4"
0.5,0.7130938768386841,0.7878788113594055,0.7809446454048157,0.7825757622718811,0.7180748701095581,"512_[512, 256, 128]_0.1_Adam_binary_crossentropy_0.01_0"
0.5,0.6986289620399475,0.78125,0.7005218267440796,0.7825757622718811,0.7180748701095581,"512_[512, 256, 128]_0.1_Adam_binary_crossentropy_0.01_1"
0.5,0.699206531047821,0.78125,0.6573789119720459,0.7825757622718811,0.7180748701095581,"512_[512, 256, 128]_0.1_Adam_binary_crossentropy_0.01_2"
0.5,0.7405305504798889,0.78125,0.8551665544509888,0.7825757622718811,0.7180748701095581,"512_[512, 256, 128]_0.1_Adam_binary_crossentropy_0.01_3"
0.5,0.6907269954681396,0.78125,0.5963624119758606,0.7825757622718811,0.7180748701095581,"512_[512, 256, 128]_0.1_Adam_binary_crossentropy_0.01_4"
0.5,0.7111990451812744,0.7878788113594055,0.6190696358680725,0.7825757622718811,0.7179104447364807,"512_[512, 256, 128]_0.15000000000000002_Adam_binary_crossentropy_0.01_0"
0.5,0.7387321591377258,0.78125,1.0643506050109863,0.7825757622718811,0.7179104447364807,"512_[512, 256, 128]_0.15000000000000002_Adam_binary_crossentropy_0.01_1"
